158.00	112.00
163.00	110.00
168.00	113.00
174.00	116.00
176.00	113.00
181.00	112.00
188.00	111.00
191.00	109.00
195.00	107.00
201.00	105.00
205.00	104.00
209.00	109.00
212.00	109.00
218.00	109.00
222.00	105.00
227.00	104.00
232.00	103.00
236.00	102.00
238.00	101.00
238.00	102.00
232.00	101.00
216.00	100.00
198.00	 99.00
195.00	 99.00
194.00	100.00
197.00	102.00
201.00	101.00
204.00	101.00
205.00	101.00
206.00	100.00
208.00	 99.00
211.00	 98.00
215.00	 97.00
219.00	 96.00
222.00	 96.00
224.00	 96.00
228.87	 95.56
231.80	 95.91
236.00	 97.00
239.00	 96.00
243.00	 96.00
245.00	 95.00
248.00	 97.00
250.00	 96.00
251.00	 97.00
250.00	 97.00
249.00	 95.00
248.00	 95.00
246.00	 96.00
239.00	 94.00
228.00	 94.00
220.00	 93.00
217.00	 94.00
213.00	 94.00
207.00	 95.00
202.00	 94.00
200.00	 94.00
198.00	 94.00
195.00	 94.00
193.00	 93.00
193.00	 93.00
190.00	 93.00
187.00	 95.00
184.00	 95.00
183.00	 94.00
183.00	 93.00
181.00	 93.00
182.00	 92.00
182.00	 92.00
181.00	 94.00
182.00	 92.00
181.00	 90.00
186.00	 92.00
185.00	 92.00
188.00	 92.00
190.00	 91.00
192.00	 91.00
194.00	 90.00
198.00	 90.00
198.00	 90.00
199.00	 91.00
201.00	 88.00
200.00	 91.00
203.00	 90.00
204.00	 89.00
204.00	 89.00
206.00	 90.00
205.00	 90.00
208.00	 88.00
210.00	 87.00
211.00	 87.00
212.00	 87.00
212.00	 88.00
210.00	 88.00
209.00	 88.00
207.00	 87.00
207.00	 86.00
204.00	 87.00
201.00	 87.00
199.00	 88.00

