91	37
91	37
90	37
90	37
90	37
90	37
90	36
89	36
89	36
89	36
89	36
89	35
89	35
89	35
90	36
90	36
91	37
93	37
94	37
94	37
95	37
95	37
95	37
95	37
95	36
95	36
94	36
94	36
94	36
94	36
94	37
93	38
93	38
93	38
93	37
93	37
92	37
92	37
92	37
92	36
91	37
91	37
91	36
91	36
91	36
90	36
89	37
89	37
89	37
89	37
89	37
88	37
88	37
88	36
88	36
88	36
88	36
87	36
87	36
87	36
87	35
87	36
87	37
87	37
87	37
88	37
88	37
89	36
89	36
89	36
89	36
89	36
90	35
90	35
91	35
91	35
90	35
90	35
91	36
91	37
91	37
91	37
92	36
91	37
91	36
91	36
91	36
91	36
91	35
91	35
90	35
90	35
90	35
90	35
90	36
90	37
90	37
89	37
89	37
90	36
