71	93
71	93
71	93
70	94
69	94
69	95
67	95
66	96
66	96
65	96
65	96
70	93
74	92
76	92
76	92
76	92
75	92
74	93
73	93
60	98
60	99
58	99
58	99
58	99
60	97
63	95
65	95
66	96
65	96
65	96
66	96
71	93
77	91
81	91
81	91
80	92
79	92
78	93
77	93
76	94
75	94
73	95
72	95
72	96
70	96
69	97
69	97
68	97
68	97
68	97
69	97
71	98
72	98
72	98
72	98
70	99
70	99
69	100
68	100
67	101
65	102
65	102
65	101
68	97
72	95
75	95
75	95
74	96
73	96
72	97
71	97
70	98
69	99
68	99
67	100
66	100
65	101
63	101
64	101
67	99
69	98
70	98
72	99
72	99
72	100
72	100
72	101
72	101
70	102
70	102
68	103
67	104
66	104
65	105
66	103
70	100
76	98
80	98
79	98
78	99
