100	90
100	90
100	90
100	89
100	89
99	89
99	88
99	88
99	89
99	91
99	93
99	94
99	93
99	93
99	93
98	93
98	92
98	92
98	92
98	91
98	91
98	91
98	91
98	90
98	90
99	91
99	91
99	92
99	92
99	92
99	92
99	92
99	91
99	91
99	91
99	91
99	90
98	90
98	90
98	90
98	90
99	93
100	94
100	94
100	94
100	94
100	93
100	93
100	93
100	92
100	92
100	92
100	92
99	91
99	91
99	91
100	91
100	92
101	94
101	94
101	94
101	94
101	94
101	93
101	93
101	93
101	93
101	93
101	92
101	92
101	92
101	92
99	90
99	90
99	89
99	89
100	90
101	90
101	90
101	90
101	90
101	91
101	94
101	96
101	97
101	96
101	96
101	96
101	96
101	96
101	95
101	95
101	95
100	94
100	94
100	94
100	94
100	94
100	93
100	94
