46	51
47	51
43	51
41	51
42	51
41	51
41	51
42	51
44	51
45	50
45	50
46	50
47	50
51	51
55	51
57	51
57	51
57	51
57	51
57	51
57	51
57	51
56	51
57	51
56	51
56	51
56	50
56	50
57	51
60	51
64	52
65	52
65	52
64	52
64	51
63	51
63	51
62	51
62	51
61	51
61	51
60	51
60	51
59	51
59	51
61	52
63	52
64	52
63	52
63	52
62	52
61	52
61	52
60	52
60	52
59	52
59	52
58	52
58	52
57	52
25	53
26	53
28	53
30	53
32	53
35	54
37	54
39	54
41	54
42	54
42	54
42	54
42	54
43	54
44	54
45	54
47	54
51	54
56	54
58	54
57	54
57	54
56	54
56	54
56	54
56	54
55	54
54	54
54	54
53	54
53	54
53	54
53	55
56	55
60	55
62	55
61	55
61	55
60	55
59	55
