95	46
95	46
94	46
94	46
94	46
94	46
94	45
93	45
93	45
93	45
93	45
93	44
93	44
92	44
92	44
92	48
92	50
92	50
92	49
92	49
92	49
92	45
92	45
92	44
92	44
92	44
92	44
92	44
92	44
92	44
92	44
92	44
92	45
92	47
92	48
92	48
92	47
92	47
92	47
91	47
91	47
91	46
91	46
91	46
91	46
91	45
90	45
90	45
90	45
90	47
90	48
90	48
90	48
90	48
90	47
90	47
90	47
90	47
90	47
90	46
90	46
90	46
90	46
89	45
90	46
92	48
93	49
94	49
94	49
94	48
94	48
94	48
94	48
94	48
94	47
95	47
95	47
95	47
95	46
95	46
95	47
94	48
94	48
94	48
94	48
93	48
92	48
91	47
91	47
91	47
90	47
90	46
90	46
89	46
89	46
88	46
88	46
88	48
88	48
89	48
