110.78	 93.59
110.99	 93.85
111.06	 92.90
112.42	 93.41
112.88	 91.82
114.46	 91.63
114.32	 91.88
113.53	 92.21
114.69	 91.95
115.03	 91.55
115.54	 91.86
114.84	 90.12
114.84	 90.82
113.80	 90.82
113.80	 89.42
113.10	 88.38
112.75	 87.34
111.71	 87.68
112.06	 87.68
113.10	 88.03
112.75	 88.38
115.54	 89.77
115.19	 89.77
116.23	 90.12
117.28	 90.47
117.97	 90.12
119.02	 90.12
119.37	 91.51
119.37	 91.51
119.02	 91.51
118.67	 92.56
119.02	 92.56
118.67	 92.90
119.37	 92.21
119.02	 93.25
118.67	 93.60
119.02	 94.30
118.67	 94.30
118.32	 94.64
119.37	 94.64
118.67	 96.04
119.02	 96.73
119.02	 96.38
117.63	 96.73
116.58	 96.73
115.88	 98.47
115.88	100.56
116.23	100.21
115.88	100.91
115.19	102.30
115.54	102.65
116.93	104.04
116.23	104.04
116.58	104.04
117.63	103.69
117.28	103.69
115.54	103.35
115.54	103.35
114.84	103.35
114.49	103.00
113.10	103.00
111.36	102.30
111.36	102.30
109.62	102.65
109.27	103.00
108.92	104.04
108.58	104.39
107.88	104.04
107.53	104.39
107.53	104.04
107.18	105.09
106.49	104.39
106.14	104.74
105.79	104.39
105.10	104.74
103.70	105.09
101.96	106.13
101.27	105.09
101.27	105.43
100.22	105.78
100.22	105.09
99.88	104.04
99.53	104.04
99.88	105.09
100.22	105.09
100.57	105.43
99.53	108.57
99.53	108.22
100.57	110.31
101.62	111.70
102.31	113.44
103.70	118.66
103.70	119.70
104.75	122.14
105.10	124.92
105.44	129.10
105.79	135.71
106.49	136.76
105.10	138.50
105.10	142.67

